Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Serial Number
10,"IANM ADCOCK, S LIU, CR BROWN, TW EVANS…",Endotoxin and steroid effects on nitric oxide synthase mRNA expression in rat lung and other tissues,1994.0,,portlandpress.com,https://portlandpress.com/biochemsoctrans/article-pdf/22/2/188S/526271/bst022188s.pdf,https://scholar.google.com/scholar?cites=10621075184076715242&as_sdt=2005&sciodt=2007&hl=en,447,18/7/2021 17:22,,,,,,,,,10,0.37,2,5,27.0,"Accumulating evidence indicates that nitric oxide (NO) may mediate the systemic hypotension seen in septic shock [11. Release of NO and its stable products, nitrites and nitrates, is enhanced in rats treated with with lipopolysaccharide (LPS), the main component …",https://www.researchgate.net/profile/Shu-Liu-25/publication/15674482_Endotoxin_and_steroid_effects_on_nitric_oxide_synthase_mRNA_expression_in_rat_lung_and_other_tissues/links/56ebf24108aefd0fc1c71c1d/Endotoxin-and-steroid-effects-on-nitric-oxide-synthase-mRNA-expression-in-rat-lung-and-other-tissues.pdf,https://scholar.google.com/scholar?q=related:6vSbZ5ujZZMJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,374
9,"J Bousquet, JP Cristol, W Czarlewski…",Nrf2‐interacting nutrients and COVID‐19: time for research to develop adaptation strategies,2020.0,Clinical and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1186/s13601-020-00362-7,https://scholar.google.com/scholar?cites=16841516175161015093&as_sdt=2005&sciodt=2007&hl=en,175,18/7/2021 17:22,,10.1186/s13601-020-00362-7,,,,,,,9,9.0,2,4,1.0,"There are large between‐and within‐country variations in COVID‐19 death rates. Some very low death rate settings such as Eastern Asia, Central Europe, the Balkans and Africa have a common feature of eating large quantities of fermented foods whose intake is associated …",https://onlinelibrary.wiley.com/doi/full/10.1186/s13601-020-00362-7,https://scholar.google.com/scholar?q=related:Nbt3K7sVuekJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,375
9,"L George, AR Taylor, A Esteve‐Codina…",Blood eosinophil count and airway epithelial transcriptome relationships in COPD versus asthma,2020.0,Allergy,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/all.14016,https://scholar.google.com/scholar?cites=801052310135042296&as_sdt=2005&sciodt=2007&hl=en,236,18/7/2021 17:22,,10.1111/all.14016,,,,,,,9,9.0,2,4,1.0,"Background Whether the clinical or pathophysiologic significance of the “treatable trait” high blood eosinophil count in COPD is the same as for asthma remains controversial. We sought to determine the relationship between the blood eosinophil count, clinical characteristics …",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/all.14016,https://scholar.google.com/scholar?q=related:-PAa-NToHQsJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,376
9,"CJW Stock, C Michaeloudes, P Leoni…",Bromodomain and extraterminal (BET) protein inhibition restores redox balance and inhibits myofibroblast activation,2019.0,BioMed research …,hindawi.com,https://www.hindawi.com/journals/bmri/2019/1484736/,https://scholar.google.com/scholar?cites=6841712838707427724&as_sdt=2005&sciodt=2007&hl=en,294,18/7/2021 17:22,HTML,,,,,,,,9,4.5,2,4,2.0,Background and Objective. Progressive pulmonary fibrosis is the main cause of death in patients with systemic sclerosis (SSc) with interstitial lung disease (ILD) and in those with idiopathic pulmonary fibrosis (IPF). Transforming growth factor-β (TGF-β) and NADPH …,https://www.hindawi.com/journals/bmri/2019/1484736/,https://scholar.google.com/scholar?q=related:jLli7pOl8l4J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,377
9,"J Bozier, S Rutting, D Xenaki, M Peters…",Heightened response to e-cigarettes in COPD,2019.0,ERJ open …,Eur Respiratory Soc,https://openres.ersjournals.com/content/5/1/00192-2018?utm_source=TrendMD&utm_medium=cpc&utm_campaign=ERJ_Open_Res_TrendMD_0,https://scholar.google.com/scholar?cites=2502512923093497699&as_sdt=2005&sciodt=2007&hl=en,347,18/7/2021 17:22,HTML,,,,,,,,9,4.5,2,5,2.0,"E-cigarettes are used as an alternative to cigarette smoking, and as nicotine replacement therapy, with suggestions that they are markedly less harmful than cigarettes to the user. The confusion around the safety of e-cigarettes stems from contradictory findings in which variations …",https://openres.ersjournals.com/content/5/1/00192-2018?utm_source=TrendMD&utm_medium=cpc&utm_campaign=ERJ_Open_Res_TrendMD_0,https://scholar.google.com/scholar?q=related:Y_fPoj62uiIJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,378
9,"B Nicholas, S Dudley, K Tariq, P Howarth…",Susceptibility to influenza virus infection of bronchial biopsies in asthma,2017.0,Journal of Allergy and …,jacionline.org,https://www.jacionline.org/article/S0091-6749(17)30151-3/abstract,https://scholar.google.com/scholar?cites=4299897441935951868&as_sdt=2005&sciodt=2007&hl=en,384,18/7/2021 17:22,,,,,,,,,9,2.25,2,5,4.0,"To the Editor: Influenza causes significant morbidity and mortality, especially in patients with chronic lung diseases. 1 Infection results in inflammatory cell influx and leads to either resolution or increased lung immunopathology and resulting morbidity, 2 especially in …",https://spiral.imperial.ac.uk/bitstream/10044/1/45921/6/Ben%20Nicholas%20JACI%20final%20submission.docx,https://scholar.google.com/scholar?q=related:_Ac0DfFNrDsJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,379
9,"C Auffray, M Sagner, S Abdelhak, I Adcock…","Viva Europa, a land of excellence in research and innovation for health and wellbeing",2017.0,Progress in …,journals.lww.com,"https://journals.lww.com/progprevmed/fulltext/2017/06000/viva_europa,_a_land_of_excellence_in_research_and.1.aspx",https://scholar.google.com/scholar?cites=638870102101140410&as_sdt=2005&sciodt=2007&hl=en,391,18/7/2021 17:22,HTML,,,,,,,,9,2.25,2,5,4.0,Our colleague Herman Goossens pointed out that “millions of Europeans are questioning what the European Union does for them” and invited the community to “shout about the European Union's successes”(Nature 542: 273). A short answer was given by the Nobel …,"https://journals.lww.com/progprevmed/fulltext/2017/06000/viva_europa,_a_land_of_excellence_in_research_and.1.aspx",https://scholar.google.com/scholar?q=related:uiNbFfm43QgJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,380
9,"D Poletti, V Iannini, P Casolari, M Contoli, A Papi…",Nasal inflammation and its response to local glucocorticoid regular treatment in patients with persistent non-allergic rhinitis: a pilot study,2016.0,Journal of …,Springer,https://link.springer.com/article/10.1186/s12950-016-0134-3,https://scholar.google.com/scholar?cites=802562458732900846&as_sdt=2005&sciodt=2007&hl=en,402,18/7/2021 17:22,HTML,10.1186/s12950-016-0134-3,,,,,,,9,1.8,2,6,5.0,"The pathogenesis of non-allergic rhinitis (NAR) is still largely unknown. Furthermore, it is unclear whether there is a correlation between the effect of nasal glucocorticoids on nasal inflammation and on nasal symptoms and quality of life. In this pilot study we recruited 12 …",https://link.springer.com/article/10.1186/s12950-016-0134-3,https://scholar.google.com/scholar?q=related:7rHW1k1GIwsJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,381
9,"I Adcock, KF Chung",Overcoming steroid insensitivity in respiratory disease,2008.0,,books.google.com,https://books.google.com/books?hl=en&lr=&id=8ICF_9MfPucC&oi=fnd&pg=PR5&dq=%22ian+adcock%22&ots=falnA-_VH1&sig=OJ2MwQ9PmdaNK-_0_y-C5A7yO4s,https://scholar.google.com/scholar?cites=14448242240488263057&as_sdt=2005&sciodt=2007&hl=en,416,18/7/2021 17:22,BOOK,,,,,,,,9,0.69,5,2,13.0,"Written by well-known experts in field, this is the first book dedicated to dealing with the single most challenging management issue in long-term steroid therapy. Overcoming Steroid Insensitivity in Respiratory Disease reviews important new advances in therapeutics …",,https://scholar.google.com/scholar?q=related:kc0YhcR3gsgJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,382
9,"K Tomita, G Caramori, K Ito, S Lim…",Telomere shortening in alveolar macrophages of smokers and COPD patients,2010.0,The Open Pathology …,benthamopen.com,https://benthamopen.com/ABSTRACT/TOPATJ-4-23,https://scholar.google.com/scholar?cites=9067932217063462197&as_sdt=2005&sciodt=2007&hl=en,420,18/7/2021 17:22,,,,,,,,,9,0.82,2,5,11.0,"Background: Tobacco smoking is reported to enhance telomere shortening in peripheral blood lymphocytes. However, telomere length of lung resident cells such as alveolar macrophages (AMs) has not been evaluated. Aim: We evaluated effect of tobacco smoking …",https://benthamopen.com/contents/pdf/TOPATJ/TOPATJ-4-23.pdf,https://scholar.google.com/scholar?q=related:NVVjtU7E130J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,383
9,"IANM ADCOCK, MJ PETERS, CAR BROWN…",Transcription factor interactions in human lung,1993.0,,portlandpress.com,https://portlandpress.com/biochemsoctrans/article-pdf/21/3/277S/811226/bst021277s.pdf,https://scholar.google.com/scholar?cites=4490461290020269297&as_sdt=2005&sciodt=2007&hl=en,448,18/7/2021 17:22,,,,,,,,,9,0.32,2,4,28.0,Band shift assays on nuclear extracts showed a 3-fold increase in AP-I activity present in the lung within 30 minutes of incubation with PMA (Ol@ kI). Dexamethasone (1 W caused a marked decrease in AP-I activity at 30 minutes (20 k 8% basal level). Combined treatment …,https://www.researchgate.net/profile/Peter-Barnes-6/publication/15063181_Transcription_factor_interactions_in_human_lung/links/563c648708ae45b5d287cadc/Transcription-factor-interactions-in-human-lung.pdf,https://scholar.google.com/scholar?q=related:8exMdcBSUT4J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,384
9,"A Koch, M Giembycz, K Ito, S Lim…",MAP-kinase modulation of NF-{kappa} B-induced GM-CSF release from human alveolar macrophages,2003.0,American Journal of …,Am Thoracic Soc,,https://scholar.google.com/scholar?cites=4238253933724768155&as_sdt=2005&sciodt=2007&hl=en,594,18/7/2021 17:22,CITATION,,,,,,,,9,0.5,2,5,18.0,,,https://scholar.google.com/scholar?q=related:mxeRW39N0ToJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,385
8,"R Gosens, PS Hiemstra, IM Adcock…",Host–microbe cross-talk in the lung microenvironment: implications for understanding and treating chronic lung disease,2020.0,European …,Eur Respiratory Soc,https://erj.ersjournals.com/content/56/2/1902320.short,https://scholar.google.com/scholar?cites=11125454477561879429&as_sdt=2005&sciodt=2007&hl=en,192,18/7/2021 17:22,,,,,,,,,8,8.0,2,4,1.0,"Chronic respiratory diseases are highly prevalent worldwide and will continue to rise in the foreseeable future. Despite intensive efforts over recent decades, the development of novel and effective therapeutic approaches has been slow. However, there is new and increasing …",https://erj.ersjournals.com/content/erj/56/2/1902320.full.pdf,https://scholar.google.com/scholar?q=related:hdva8-aNZZoJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,386
8,"N Kermani, WJ Song, A Lunt, Y Badi, A Versi…","Airway expression of SARS-CoV-2 receptor, ACE2, and proteases, TMPRSS2 and furin, in severe asthma",2020.0,medRxiv,medrxiv.org,https://www.medrxiv.org/content/10.1101/2020.06.29.20142091v1.abstract,https://scholar.google.com/scholar?cites=7200073145428756662&as_sdt=2005&sciodt=2007&hl=en,274,18/7/2021 17:22,,10.1101/2020.06.29.20142091v1.abstract,,,,,,,8,8.0,1,6,1.0,"Background. Patients with severe asthma may have a greater risk of dying from COVID-19 disease caused by SARS-CoV-2 virus. Angiotensin converting enzyme 2 (ACE2) receptor and enzyme proteases, transmembrane protease, serine 2 (TMPRSS2) and furin are …",https://www.medrxiv.org/content/medrxiv/early/2020/07/03/2020.06.29.20142091.full.pdf,https://scholar.google.com/scholar?q=related:tkgczmDM62MJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,387
8,"MI Abdel-Aziz, P Brinkman, SJH Vijverberg…",Sputum microbiome profiles identify severe asthma phenotypes of relative stability at 12 to 18 months,2021.0,Journal of Allergy and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0091674920305650,https://scholar.google.com/scholar?cites=4046680698320466101&as_sdt=2005&sciodt=2007&hl=en,287,18/7/2021 17:22,,,,,,,,,8,8.0,2,4,1.0,Background Asthma is a heterogeneous disease characterized by distinct phenotypes with associated microbial dysbiosis. Objectives Our aim was to identify severe asthma phenotypes based on sputum microbiome profiles and assess their stability after 12 to 18 …,,https://scholar.google.com/scholar?q=related:tTDSpqeyKDgJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,388
8,"CP Hersh, IM Adcock, JC Celedón, MH Cho…","High-throughput sequencing in respiratory, critical care, and sleep medicine research. An official American Thoracic Society workshop report",2019.0,Annals of the …,atsjournals.org,https://www.atsjournals.org/doi/abs/10.1513/AnnalsATS.201810-716WS,https://scholar.google.com/scholar?cites=8752630151251149815&as_sdt=2005&sciodt=2007&hl=en,336,18/7/2021 17:22,,10.1513/AnnalsATS.201810-716WS,,,,,,,8,4.0,2,5,2.0,"High-throughput,“next-generation” sequencing methods are now being broadly applied across all fields of biomedical research, including respiratory disease, critical care, and sleep medicine. Although there are numerous review articles and best practice guidelines …",https://www.atsjournals.org/doi/pdf/10.1513/AnnalsATS.201810-716WS,https://scholar.google.com/scholar?q=related:98Oyx7-Wd3kJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,389
8,"JM Shim, JS Lee, KE Russell, CH Wiegman…",BET proteins are a key component of immunoglobulin gene expression,2017.0,…,Future Medicine,https://www.futuremedicine.com/doi/abs/10.2217/epi-2016-0147,https://scholar.google.com/scholar?cites=239476531420462323&as_sdt=2005&sciodt=2007&hl=en,410,18/7/2021 17:22,,10.2217/epi-2016-0147,,,,,,,8,2.0,2,5,4.0,Aim: BET proteins have been shown to regulate gene expression including inflammatory genes. Methods: In order to investigate the role of the BET proteins in immunoglobulin production we treated the human B-cell line CLNH11. 4 and primary human B cells and …,https://www.futuremedicine.com/doi/pdf/10.2217/epi-2016-0147,https://scholar.google.com/scholar?q=related:8_xb86LKUgMJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,390
8,"IM Adcock, JG Matthews",New drugs for asthma,1998.0,Drug Discovery Today,infona.pl,https://www.infona.pl/resource/bwmeta1.element.elsevier-fa0eb15e-a944-36a2-9121-a00dea325ebf,https://scholar.google.com/scholar?cites=8096370100840147543&as_sdt=2005&sciodt=2007&hl=en,732,18/7/2021 17:22,CITATION,,,,,,,,8,0.35,4,2,23.0,,,https://scholar.google.com/scholar?q=related:V6qr1rUVXHAJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,391
7,"DEA Komi, E Mortaz, S Amani, A Tiotiu…",The role of mast cells in IgE-independent lung diseases,2020.0,Clinical reviews in …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7244458/,https://scholar.google.com/scholar?cites=8920411786025636373&as_sdt=2005&sciodt=2007&hl=en,232,18/7/2021 17:22,HTML,,,,,,,,7,7.0,1,5,1.0,Mast cells (MCs) are granular cells of the innate immune system which develop from CD34+/CD117+ progenitors and play a role in orchestrating adaptive immune responses. They have a well-known role in allergic reactions following immunoglobulin (Ig) E-mediated …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7244458/,https://scholar.google.com/scholar?q=related:FRJEzEGry3sJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,392
7,"H Wang, M FitzPatrick, NJ Wilson, D Anthony…",CSF3R/CD114 mediates infection-dependent transition to severe asthma,2019.0,Journal of Allergy and …,jacionline.org,https://www.jacionline.org/article/S0091-6749(18)31430-1/abstract,https://scholar.google.com/scholar?cites=14411796156831688725&as_sdt=2005&sciodt=2007&hl=en,380,18/7/2021 17:22,,,,,,,,,7,3.5,1,5,2.0,"3. Thomas DC, Clare S, Sowerby JM, Pardo M, Juss JK, Goulding DA, et al. Eros is a novel transmembrane protein that controls the phagocyte respiratory burst and is essential for innate immunity. J Exp Med 2017; 214: 1111-28. 4. Monies D, Abouelhoda M, AlSayed M …",https://www.jacionline.org/article/S0091-6749(18)31430-1/fulltext,https://scholar.google.com/scholar?q=related:FehKZz_8AMgJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,393
7,"T Jaspers, M Morrell, A Simonds, I Adcock, A Durham",The role of hypoxia and the circadian rhythm in sleep apnoea,2015.0,,Eur Respiratory Soc,https://erj.ersjournals.com/content/46/suppl_59/OA298.abstract,https://scholar.google.com/scholar?cites=18271526242379769874&as_sdt=2005&sciodt=2007&hl=en,417,18/7/2021 17:22,,,,,,,,,7,1.17,1,5,6.0,"Background: Obstructive sleep apnoea (OSA) causes blockage of the airways. The resulting hypoxia stabilizes hypoxia inducible factor-1α (HIF-1α) which induces hypoxic response genes. A disrupted circadian rhythm has been implicated in OSA, although the cause of this …",,https://scholar.google.com/scholar?q=related:EihGjU-Akf0J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,394
7,"S Mumby, J Saito, IM Adcock, KF Chung…",Decreased breath excretion of redox active iron in COPD: a protective failure?,2016.0,European …,Eur Respiratory Soc,https://erj.ersjournals.com/content/47/4/1267.abstract,https://scholar.google.com/scholar?cites=10829034443400501845&as_sdt=2005&sciodt=2007&hl=en,423,18/7/2021 17:22,,,,,,,,,7,1.4,1,5,5.0,Recent observational and genetic studies have highlighted a potential role for disrupted iron homeostasis in stable and exacerbating chronic obstructive pulmonary disease (COPD). Thus iron deficiency that is not limited to anaemia [1] and single nucleotide polymorphism in the gene …,https://erj.ersjournals.com/content/erj/47/4/1267.full.pdf,https://scholar.google.com/scholar?q=related:VVpbm3N1SJYJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,395
7,"AL Durham, IM Adcock",Basic science: Epigenetic programming and the respiratory system,2013.0,Breathe,Eur Respiratory Soc,https://breathe.ersjournals.com/content/9/4/278.short,https://scholar.google.com/scholar?cites=4593812363640682307&as_sdt=2005&sciodt=2007&hl=en,429,18/7/2021 17:22,,,,,,,,,7,0.88,4,2,8.0,"The coordinated regulation of gene expression is crucial for survival, especially in multi-cellular organisms. Gene regulation can occur through a number of different mechanisms, which include the binding of transcription factors to gene promoters and enhancers and to …",https://breathe.ersjournals.com/content/breathe/9/4/278.full.pdf,https://scholar.google.com/scholar?q=related:Q7eZcwGAwD8J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,396
7,"H Wada, S Hagiwara, E Saitoh, R Ieki, Y Yamamoto…",Up-regulation of blood arachidonate (20: 4) levels in patients with chronic obstructive pulmonary disease,2012.0,Biomarkers,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/1354750X.2012.692393,https://scholar.google.com/scholar?cites=6277821557740818342&as_sdt=2005&sciodt=2007&hl=en,445,18/7/2021 17:22,,10.3109/1354750X.2012.692393,,,,,,,7,0.78,1,6,9.0,Context and objective: Plasma arachidonate (20: 4) levels in patients with chronic obstructive pulmonary disease (COPD) were investigated. Methods: Plasma was extracted and free fatty acids (FFAs) were separated using column chromatography and measured by …,,https://scholar.google.com/scholar?q=related:pk9uCHJNH1cJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,397
7,"N Mercado, Y To, Y Kobayashi, IM Adcock…",p38 MAP kinase-γ inhibition by long-acting β2 adrenergic agonists reversed steroid insensitivity in severe asthma,2011.0,Molecular …,ASPET,https://molpharm.aspetjournals.org/content/early/2011/09/14/mol.111.071993?versioned=true,https://scholar.google.com/scholar?cites=4122781264429623598&as_sdt=2005&sciodt=2007&hl=en,449,18/7/2021 17:22,,,,,,,,,7,0.7,1,5,10.0,"Corticosteroid insensitivity (CI) is a major barrier to treating severe asthma. Despite intensive research, the molecular mechanism of CI remains uncertain. The aim of this study was to determine abnormality in corticosteroid action in severe asthma, and to identify the …",,https://scholar.google.com/scholar?q=related:Lqn2cLcPNzkJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,398
6,"E Mortaz, M Malkmohammad…",Silent hypoxia: higher NO in red blood cells of COVID-19 patients,2020.0,BMC …,bmcpulmmed.biomedcentral.com,https://bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-020-01310-8,https://scholar.google.com/scholar?cites=8495935337372212783&as_sdt=2005&sciodt=2007&hl=en,188,18/7/2021 17:22,HTML,10.1186/s12890-020-01310-8,,,,,,,6,6.0,2,3,1.0,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) that causes coronavirus disease 2019 (COVID-19) has spread to almost 100 countries, infected over 31 M patients and resulted in 961 K deaths worldwide as of 21st September 2020. The major clinical …",https://bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-020-01310-8,https://scholar.google.com/scholar?q=related:L17CCi2g53UJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,399
6,"A Bourdin, I Adcock, P Berger…",How can we minimise the use of regular oral corticosteroids in asthma?,2020.0,European …,Eur Respiratory Soc,https://err.ersjournals.com/content/29/155/190085.short,https://scholar.google.com/scholar?cites=6116749899758922819&as_sdt=2005&sciodt=2007&hl=en,260,18/7/2021 17:22,,,,,,,,,6,6.0,2,4,1.0,"Options to achieve oral corticosteroid (OCS)-sparing have been triggering increasing interest since the 1970s because of the side-effects of OCSs, and this has now become achievable with biologics. The Société de Pneumologie de Langue Française workshop on …",https://err.ersjournals.com/content/errev/29/155/190085.full.pdf,https://scholar.google.com/scholar?q=related:Q2wJO6AP41QJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,400
6,"B Balbi, C Sangiorgi, I Gnemmi, I Ferrarotti…",Bacterial load and inflammatory response in sputum of alpha-1 antitrypsin deficiency patients with COPD,2019.0,… journal of chronic …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6709647/,https://scholar.google.com/scholar?cites=4481548020569554553&as_sdt=2005&sciodt=2007&hl=en,298,18/7/2021 17:22,HTML,,,,,,,,6,3.0,1,5,2.0,"Background Airway inflammation may drive the progression of chronic obstructive pulmonary disease (COPD) associated with alpha-1 antitrypsin deficiency (AATD), but the relationship between airway microbiota and inflammation has not been investigated …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6709647/,https://scholar.google.com/scholar?q=related:eT7nMS6oMT4J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,401
6,"S Pavlidis, C Monast, MJ Loza, P Branigan…",I_MDS: an inflammatory bowel disease molecular activity score to classify patients with differing disease-driving pathways and therapeutic response to anti …,2019.0,PLoS computational …,journals.plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1006951,https://scholar.google.com/scholar?cites=14303369476227894008&as_sdt=2005&sciodt=2007&hl=en,320,18/7/2021 17:22,HTML,,,,,,,,6,3.0,1,5,2.0,"Crohn's disease and ulcerative colitis are driven by both common and distinct underlying mechanisms of pathobiology. Both diseases, exhibit heterogeneity underscored by the variable clinical responses to therapeutic interventions. We aimed to identify disease-driving …",https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1006951,https://scholar.google.com/scholar?q=related:-Iq6kcHGf8YJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,402
6,"C Andersson, SJ Bonvini, P Horvath…",Research highlights from the 2017 ERS International Congress: airway diseases in focus,2018.0,ERJ open …,Eur Respiratory Soc,https://openres.ersjournals.com/content/4/1/00163-2017.short,https://scholar.google.com/scholar?cites=8405455258554409846&as_sdt=2005&sciodt=2007&hl=en,389,18/7/2021 17:22,,,,,,,,,6,2.0,2,4,3.0,"For another year, high-quality research studies from around the world transformed the annual ERS International Congress into a vivid platform to discuss trending research topics, to produce new research questions and to further push the boundaries of respiratory …",https://openres.ersjournals.com/content/erjor/4/1/00163-2017.full.pdf,https://scholar.google.com/scholar?q=related:diOTDQYtpnQJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,403
6,"C Rossios, S Pavlidis, D Gibeon, S Mumby…",Impaired innate immune gene profiling in airway smooth muscle cells from chronic cough patients,2017.0,Bioscience …,portlandpress.com,https://portlandpress.com/bioscirep/article/37/6/BSR20171090/57515,https://scholar.google.com/scholar?cites=5672673253323769042&as_sdt=2005&sciodt=2007&hl=en,432,18/7/2021 17:22,HTML,,,,,,,,6,1.5,1,5,4.0,Chronic cough is associated with airway inflammation and remodelling. Abnormal airway smooth muscle cell (ASMC) function may underlie mechanisms of chronic cough. Our objective was to examine the transcriptome and focused secretome of ASMCs from chronic …,https://portlandpress.com/bioscirep/article/37/6/BSR20171090/57515,https://scholar.google.com/scholar?q=related:0gQ5z0RiuU4J:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,404
6,"E Mortaz, SD Alipoor, P Tabarsi, IM Adcock…",The analysis of exosomal micro-RNAs in peripheral blood mononuclear cell-derived macrophages after infection with bacillus Calmette–Guérin by RNA …,2016.0,International journal of …,ijmyco.org,https://www.ijmyco.org/article.asp?issn=2212-5531;year=2016;volume=5;issue=5;spage=184;epage=185;aulast=Mortaz,https://scholar.google.com/scholar?cites=3573251760694845026&as_sdt=2005&sciodt=2007&hl=en,435,18/7/2021 17:22,HTML,,,,,,,,6,1.2,1,5,5.0,"Objective/Background: Tuberculosis (TB) is a major global threat to human health, especially in low-income countries. The diagnosis of TB is challenging because of the limitations of specificity and sensitivity with the current diagnostics. Novel, selective …",https://www.ijmyco.org/article.asp?issn=2212-5531;year=2016;volume=5;issue=5;spage=184;epage=185;aulast=Mortaz,https://scholar.google.com/scholar?q=related:Yl5BYYu9ljEJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,405
6,"E Mortaz, MR Masjedi, S Matroodi, A Abedini, A Kiani…",Concomitant patterns of tuberculosis and sarcoidosis,2013.0,Tanaffos,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4153265/,https://scholar.google.com/scholar?cites=8445712283326063636&as_sdt=2005&sciodt=2007&hl=en,438,18/7/2021 17:22,HTML,,,,,,,,6,0.75,1,6,8.0,"Tuberculosis (TB) is caused by infection with Mycobacterium tuberculosis (M. Tuberculosis, MTB) and despite ongoing global efforts for its eradication there were still an estimated 8.7 million new cases and 1.4 million deaths worldwide in 2011 (1). Co-infection with HIV …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4153265/,https://scholar.google.com/scholar?q=related:FKTNCpMyNXUJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,406
5,"F Roth‐Walter, IM Adcock, C Benito‐Villalvilla…",Immune modulation via T regulatory cell enhancement: Disease‐modifying therapies for autoimmunity and their potential for chronic allergic and inflammatory …,2021.0,Allergy,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/all.14478,https://scholar.google.com/scholar?cites=3691812626721104520&as_sdt=2005&sciodt=2007&hl=en,191,18/7/2021 17:22,,10.1111/all.14478,,,,,,,5,5.0,1,4,1.0,"Therapeutic advances using targeted biologicals and small‐molecule drugs have achieved significant success in the treatment of chronic allergic, autoimmune, and inflammatory diseases particularly for some patients with severe, treatment‐resistant forms. This has been …",https://onlinelibrary.wiley.com/doi/pdf/10.1111/all.14478,https://scholar.google.com/scholar?q=related:iGIDIQb0OzMJ:scholar.google.com/&scioq=author:%22ian+adcock%22&hl=en&as_sdt=2007,407
